Query	Parent	Child
nursing_services	organization@@@2434	leaf
aortic_arch_syndromes	sociology@@@4021	peer review , research@@@8525
protein_degradation_end_products	pacific states@@@1404	hawaii@@@1771
social_behavior	psychopathology@@@761	leaf
lateral_thalamic_nuclei	neurons@@@6171	leaf
dual_use_research	tuberculosis@@@5818	tuberculosis , avian@@@9269
workplace_violence	crime@@@6010	leaf
observational_study	patient reported outcome measures@@@4290	leaf
mentally_disabled_persons	spectrum analysis@@@7032	dielectric spectroscopy@@@1611
surrogate_mothers	chemical phenomena@@@1415	fractional precipitation@@@7551
patient_transfer	ions@@@8675	oxides@@@5169
hydrogen_bonding	surface properties@@@8366	leaf
pregnancy_proteins	magnetic phenomena@@@5418	magnetic fields@@@3677
dental_plaque	root	orbit@@@4975
radiography_,_dental_,_digital	surgical procedures , operative@@@3154	leaf
pair_bond	chemical phenomena@@@1415	in situ hybridization , fluorescence@@@8893
tomography_,_optical	publication formats@@@6287	leaf
tobacco_smoking	elements@@@5098	protons@@@2793
salt_stress	fatigue@@@4947	leaf
epidemiology	attitude@@@3996	leaf
sentinel_surveillance	patient reported outcome measures@@@4290	leaf
observer_variation	publication formats@@@6287	leaf
epileptic_syndromes	elementary particles@@@1863	electrons@@@2000
connective_tissue_cells	pacific states@@@1404	california@@@839
biologically_active_substance	carboxylic acids@@@3034	leaf
nucleotides_,_cyclic	root	leaf
ectopic_gene_expression	dissection@@@2100	leaf
tissue_engineering	programming languages@@@6021	leaf
meningitis_,_pneumococcal	infections@@@8650	sepsis@@@897
rrna_operon	pressure@@@1383	vapor pressure@@@1208
reproductive_rights	tuberculosis@@@5818	tuberculosis , avian@@@9269
nuclear_reactors	root	adolescent@@@9109
spindle_apparatus	root	poisson distribution@@@5801
duodenal_obstruction	united states@@@5	new york@@@9618
kidneys_,_artificial	root	psychiatric status rating scales@@@4227
behavioral_symptoms	behavioral symptoms@@@6641	affective symptoms@@@7335
atp_binding_cassette_transporter_,_subfamily_b_,_member_2	health occupations@@@8954	food inspection@@@3528
parasitic_sensitivity_tests	clinical protocols@@@1024	leaf
pregnancy_complications_,_cardiovascular	disease@@@5119	leaf
friends	root	leaf
cell_membrane_structures	pacific states@@@1404	california@@@839
food_analysis	informatics@@@4896	leaf
multiplex_polymerase_chain_reaction	publication formats@@@6287	leaf
s_phase	publication formats@@@6287	leaf
pathology_,_oral	dentistry@@@3423	leaf
veterinary_drugs	organelles@@@748	endoplasmic reticulum , rough@@@3299
genes_,_rev	programming languages@@@6021	leaf
transition_elements	elements@@@5098	leaf
retinal_pigment_epithelium	cells@@@3117	leaf
genetic_fitness	mathematical concepts@@@9113	leaf
growth_differentiation_factor_2	elementary particles@@@1863	electrons@@@2000
selenium	tuberculosis@@@5818	tuberculosis , avian@@@9269
psychology_,_developmental	intellectual disability@@@6901	leaf
erythrocyte_aggregation	carotid arteries@@@1461	leaf
truth_disclosure	power plants@@@6946	nuclear power plants@@@6601
ovarian_follicle	anatomy@@@5955	leaf
facial_asymmetry	anatomical abnormality@@@3847	leaf
biological_monitoring	environment , controlled@@@8732	leaf
portugal	root	activation analysis@@@6145
intraocular_lymphoma	natural science disciplines@@@5851	electronics@@@8365
education_,_nursing_,_associate	health care economics and organizations@@@7010	leaf
nigeria	root	leaf
complement_factor_d	pacific states@@@1404	california@@@839
laboratory_infection	tuberculosis@@@5818	tuberculosis , avian@@@9269
elimination_disorders	elements@@@5098	protons@@@2793
williams_syndrome	congenital abnormalities@@@6122	turner syndrome@@@3599
tablets	specialty uses of chemicals@@@5496	leaf
medical_savings_accounts	organelles@@@748	endoplasmic reticulum , rough@@@3299
recycling	root	steroids@@@6971
brain_neoplasms	sociology@@@4021	mandatory testing@@@9250
air_filters	tuberculosis@@@5818	tuberculosis , avian@@@9269
attitude_to_health	professional practice@@@4033	ethics consultation@@@7205
polysaccharides_,_bacterial	polysaccharides@@@1255	fungal polysaccharides@@@709
fatty_acids	metals@@@3721	leaf
plaque_,_amyloid	sociology@@@4021	mandatory testing@@@9250
reproductive_isolation	elementary particles@@@1863	heavy ions@@@3422
gene_expression_regulation	learning@@@7873	leaf
excitatory_amino_acid_transporter_4	tuberculosis@@@5818	tuberculosis , avian@@@9269
optical_phenomena	publication formats@@@6287	leaf
heart	sociology@@@4021	mandatory testing@@@9250
radiation_effects	root	leaf
cord_factors	root	leaf
systems_biology	biomedical research@@@4172	leaf
cpg_islands	geographic locations@@@6193	leaf
posture	motivation@@@8615	leaf
thoracic_wall	bone and bones@@@7833	leaf
speech_recognition_software	hydrocarbons@@@519	benzene@@@2765
type_b_personality	personality@@@4554	leaf
hypertensive_retinopathy	europe@@@1072	russia@@@7130
atmospheric_pressure	physical object@@@6346	leaf
economics_,_pharmaceutical	medical informatics applications@@@657	leaf
medicare	organization and administration@@@6199	leaf
purple_membrane	tuberculosis@@@5818	tuberculosis , avian@@@9269
base_pairing	nucleic acids@@@5656	leaf
protein_corona	computers@@@5055	leaf
silver_staining	sociology@@@4021	child welfare@@@4195
wrist_injuries	wounds and injuries@@@3991	leaf
raf_kinases	waste products@@@3381	medical waste disposal@@@9403
epidural_neoplasms	sociology@@@4021	mandatory testing@@@9250
fish_oils	root	observer variation@@@6456
postoperative_nausea_and_vomiting	signs and symptoms@@@1794	hypothermia@@@4102
sensory_thresholds	personality@@@4554	leaf
operative_time	laboratory procedure@@@9406	leaf
bronchial_neoplasms	physics@@@4064	nuclear physics@@@2490
core_binding_factor_alpha_1_subunit	water pollution@@@6613	water pollution , radioactive@@@9476
apnea	disease progression@@@9169	leaf
early_growth_response_protein_1	elementary particles@@@1863	electrons@@@2000
blood_circulation	united states@@@5	massachusetts@@@4853
reproductive_physiological_phenomena	western world@@@8394	leaf
serine_proteinase_inhibitors	antiviral agents@@@5973	leaf
serotonin_antagonists	root	atlantic ocean@@@2077
yeast_,_dried	geographic area@@@3440	leaf
tissue_extracts	dental physiological phenomena@@@2855	leaf
light_signal_transduction	electrochemical techniques@@@2880	leaf
fractional_precipitation	equipment and supplies@@@9075	leaf
creatine_kinase_,_mitochondrial_form	environmental pollution@@@2618	noise , occupational@@@6197
fatty_liver	pacific states@@@1404	washington@@@5185
parasitic_diseases_,_animal	publication formats@@@6287	comment@@@7175
database	hormones@@@5062	adrenal cortex hormones@@@864
parental_notification	caregivers@@@4216	leaf
psychology_,_applied	oxides@@@5169	sulfur oxides@@@1453
organic_anion_transport_protein_1	elements@@@5098	leaf
small_business	organization and administration@@@6199	leaf
myocardium	sociology@@@4021	comparative effectiveness research@@@2341
metabolic_side_effects_of_drugs_and_substances	hospitals@@@3986	leaf
pregnancy_,_ovarian	pelvis@@@1872	leaf
adrenal_cortex	dendritic spines@@@5819	leaf
israel	root	differential thermal analysis@@@4478
corneal_stroma	aorta@@@1865	leaf
psychology_,_sports	root	leaf
fuzzy_logic	root	lithium chloride@@@993
auditory_threshold	auditory perception@@@4460	leaf
dental_etching	dental materials@@@6397	leaf
poverty_areas	environment@@@2650	leaf
bones_of_upper_extremity	muscles@@@8782	muscle , skeletal@@@3885
renal_insufficiency	united states@@@5	massachusetts@@@4853
library_administration	organization and administration@@@6199	leaf
erythrocyte_count	united states@@@5	massachusetts@@@4853
acute_disease	ion channels@@@3783	acid sensing ion channels@@@9182
peer_influence	tuberculosis@@@5818	tuberculosis , avian@@@9269
extremities	spine@@@8555	leaf
drug_combinations	organization and administration@@@6199	leaf
mars	social behavior disorders@@@4971	general adaptation syndrome@@@8334
aorta_,_abdominal	sociology@@@4021	comparative effectiveness research@@@2341
advanced_cardiac_life_support	chromosomes@@@29	y chromosome@@@9601
health_facility_administrators	adipocytes@@@3506	adipocytes , white@@@8953
splenic_infarction	sociology@@@4021	comparative effectiveness research@@@2341
adrenal_cortex_diseases	spectrum analysis@@@7032	dielectric spectroscopy@@@1611
jordan	root	differential thermal analysis@@@4478
anemia_,_refractory	root	leaf
schools_,_pharmacy	phosphorylation@@@1631	oxidative phosphorylation@@@7165
abdomen_,_acute	sociology@@@4021	sociology , medical@@@2832
carcinoma_,_papillary	head and neck neoplasms@@@867	leaf
united_states_office_of_national_drug_control_policy	ethics@@@1366	ethics consultation@@@7205
tool_use_behavior	achievement@@@3249	leaf
capillary_leak_syndrome	united states@@@5	massachusetts@@@4853
iran	root	leaf
maze_procedure	endovascular procedures@@@7739	leaf
spores_,_fungal	tuberculosis@@@5818	tuberculosis , avian@@@9269
embryo_disposition	tuberculosis@@@5818	tuberculosis , avian@@@9269
tuberculosis_,_pulmonary	sociology@@@4021	peer review , research@@@8525
group_structure	information science@@@3831	internet@@@4176
insurance_coverage	organization and administration@@@6199	leaf
oral_ulcer	skin manifestations@@@3403	leaf
colony_count_,_microbial	environment , controlled@@@8732	leaf
editorial	information science@@@3831	internet@@@4176
social_values	root	scattering , radiation@@@9163
olfactory_perception	root	baltimore@@@4097
brain_injuries	library science@@@3551	library materials@@@7459
dietary_fiber	root	noise@@@1906
aids_dementia_complex	infections@@@8650	infectious encephalitis@@@955
biological_transport_,_active	root	leaf
college_admission_test	elements@@@5098	graphite@@@1304
polar_bodies	tuberculosis@@@5818	tuberculosis , avian@@@9269
rats_,_inbred_shr	elementary particles@@@1863	electrons@@@2000
diet_,_healthy	root	leaf
pancreatic_fistula	inorganic chemicals@@@1143	spin labels@@@5461
cerebral_angiography	endovascular procedures@@@7739	leaf
form_perception	perception@@@7702	leaf
orthopedic_surgeons	root	leaf
dendrites	thermodynamics@@@3330	entropy@@@6263
physician_payment_review_commission	oxides@@@5169	nitrogen oxides@@@5266
receptor_,_angiotensin_,_type_1	sociology@@@4021	mandatory testing@@@9250
receptors_,_artificial	root	parity@@@8038
phagocytosis	immune system@@@5039	leukocytes , mononuclear@@@4009
arabia	biochemical phenomena@@@7174	protein modification , translational@@@5466
virus_shedding	lymphatic diseases@@@8310	leaf
reproductive_health	elements@@@5098	protons@@@2793
peripheral_nerves	sociology@@@4021	health impact assessment@@@42
cerebrospinal_fluid_pressure	sociology@@@4021	driving under the influence@@@3997
vaccines_,_contraceptive	tuberculosis@@@5818	tuberculosis , avian@@@9269
fibroblast_growth_factors	spectrum analysis@@@7032	dielectric spectroscopy@@@1611
manufactured_materials	endoplasmic reticulum stress@@@8589	leaf
genetic_testing	genetic predisposition to disease@@@5337	leaf
milk_,_human	elements@@@5098	lithium@@@434
electronic_waste	metals , heavy@@@5206	leaf
posterior_thalamic_nuclei	neurons@@@6171	leaf
respiratory_aspiration_of_gastric_contents	united states@@@5	new york@@@9618
receptors_,_chemokine	spectrum analysis@@@7032	dielectric spectroscopy@@@1611
cholinergic_antagonists	root	dataset@@@3345
prefrontal_cortex	brain diseases , metabolic@@@6846	leaf
focal_epithelial_hyperplasia	head and neck neoplasms@@@867	leaf
skull_base	fully formed anatomical structure@@@8691	leaf
iron_carbonyl_compounds	sociology@@@4021	urban renewal@@@5839
insurance_,_disability	organizations@@@8735	leaf
dental_prosthesis_repair	vesicular glutamate transport proteins@@@6754	vesicular glutamate transport protein 1@@@8249
chronic_disease	patient reported outcome measures@@@4290	leaf
intelligence	root	leaf
health_plan_implementation	root	leaf
peptide_termination_factors	tuberculosis@@@5818	tuberculosis , avian@@@9269
organizations	root	leaf
leukocytes	lymphatic vessels@@@8229	leaf
reverse_transcriptase_polymerase_chain_reaction	publication formats@@@6287	leaf
outpatient_clinics_,_hospital	hospital administration@@@178	leaf
mycobacterium_tuberculosis	tuberculosis@@@5818	tuberculosis , avian@@@9269
plasmids	mental fatigue@@@4965	alert fatigue , health personnel@@@9673
bone_neoplasms	pacific states@@@1404	california@@@839
colitis	duodenal obstruction@@@6614	leaf
computer_graphics	publication formats@@@6287	leaf
alpha_rhythm	hearing@@@125	leaf
taste_perception	auditory perception@@@4460	leaf
lymphatic_system	root	leaf
color	root	leaf
in_situ_hybridization_,_fluorescence	behavioral disciplines and activities@@@1457	feedback , sensory@@@8761
liver_diseases	north america@@@6676	new york@@@9618
neoplastic_process	elementary particles@@@1863	electrons@@@2000
accidents_,_home	root	primed in situ labeling@@@7491
health_facility_environment	root	in situ hybridization@@@4752
neoplasm_recurrence_,_local	neurologic examination@@@2280	leaf
mirror_neurons	entity@@@1291	leaf
insect_viruses	visual perception@@@1961	contrast sensitivity@@@3588
pain_perception	root	leaf
accessory_nerve_injuries	spinal nerves@@@1673	leaf
heat_exhaustion	signs and symptoms@@@1794	leaf
antiretroviral_therapy_,_highly_active	magnetic phenomena@@@5418	light@@@3286
nuclear_proteins	root	compliance@@@2230
fees_,_pharmaceutical	organelles@@@748	endoplasmic reticulum , rough@@@3299
pulse_wave_analysis	learning@@@7873	leaf
vaginal_fistula	engineering@@@4940	chemical engineering@@@2594
integrated_advanced_information_management_systems	organizations@@@8735	leaf
adaptation_,_psychological	organization and administration@@@6199	leaf
cerebellar_ataxia	neurologic manifestations@@@1792	leaf
philosophy_,_medical	health care evaluation mechanisms@@@8300	leaf
state_medicine	elements@@@5098	sodium@@@1965
dental_caries_activity_tests	health care evaluation mechanisms@@@8300	leaf
measles_vaccine	tuberculosis vaccines@@@402	leaf
enhanced_recovery_after_surgery	organelles@@@748	secretory vesicles@@@1545
maternal_welfare	root	leaf
obstetric_labor_,_premature	ion channels@@@3783	acid sensing ion channels@@@9182
protective_factors	learning@@@7873	leaf
nuclear_export_signals	musculoskeletal physiological phenomena@@@5084	range of motion , articular@@@9632
motor_vehicles	computers@@@5055	leaf
treatment_outcome	basal ganglia@@@7159	ventral striatum@@@2298
argentina	root	activation analysis@@@6145
pediatrics	carbon@@@4625	carbon isotopes@@@3216
forensic_genetics	informatics@@@4896	genomics@@@9658
activities_of_daily_living	learning@@@7873	leaf
blood_protein_disorders	pacific states@@@1404	washington@@@5185
cerebellar_neoplasms	natural science disciplines@@@5851	spatial analysis@@@8044
pulmonary_surfactants	carotid arteries@@@1461	leaf
idea_or_concept	learning@@@7873	leaf
lysine	information science@@@3831	internet@@@4176
tonic_pupil	neurologic examination@@@2280	leaf
resistance_training	learning@@@7873	leaf
adrenal_cortex_function_tests	europe@@@1072	england@@@5659
adaptor_protein_complex_1	root	differential thermal analysis@@@4478
pain_management	minerals@@@8505	graphite@@@1304
laboratory_procedure	elements@@@5098	lithium@@@434
platelet_membrane_glycoprotein_iib	aorta@@@1865	leaf
retrospective_studies	legislation as topic@@@4338	health plan implementation@@@8703
pancreas_,_artificial	lymphatic vessels@@@8229	leaf
paper	tuberculosis@@@5818	tuberculosis , avian@@@9269
femur_head	bone and bones@@@7833	leaf
hair_cells_,_auditory_,_outer	tuberculosis@@@5818	tuberculosis , avian@@@9269
wnt_proteins	root	poisson distribution@@@5801
tinnitus	tuberculosis@@@5818	tuberculosis , avian@@@9269
saliva	mouth@@@2063	leaf
bone_density_conservation_agents	root	atlantic ocean@@@2077
uterine_rupture	neurologic examination@@@2280	leaf
transition_to_adult_care	elements@@@5098	metals , light@@@3161
animal_proteins_,_dietary	root	leaf
saccharomyces_cerevisiae_proteins	heat stress disorders@@@5683	heat exhaustion@@@8976
soil_microbiology	free radicals@@@3539	nitric oxide@@@6885
prenatal_care	pregnancy complications@@@8651	obstetric labor complications@@@6781
indole_alkaloids	cytokines@@@7208	leaf
community_psychiatry	organization@@@2434	leaf
salivary_ducts	sociology@@@4021	mandatory testing@@@9250
adoption	organization@@@2434	leaf
insurance_,_psychiatric	health care related organization@@@8577	leaf
burns_,_electric	accidents@@@6668	leaf
mutation	water pollutants@@@3392	water pollutants , radioactive@@@71
sugar_acids	longitudinal studies@@@7435	national longitudinal study of adolescent health@@@7184
infection_control_practitioners	elements@@@5098	protons@@@2793
pregnancy_,_prolonged	pregnancy complications@@@8651	leaf
blindness	peripheral nervous system diseases@@@2582	reflex sympathetic dystrophy@@@202
